Year,Rank,SpacerDD,Player, AvgDist ,TotDist,TotDrives
2003,37,,Craig Barlow, 293.9 ,"54,658",186
2003,37,,Kenneth Staton, 293.9 ,"32,917",112
2003,39,,Brent Geiberger, 293.8 ,"29,972",102
2003,39,,Paul Stankowski, 293.8 ,"39,073",133
2003,41,,Rich Beem, 293.6 ,"45,210",154
2003,42,,Fred Couples, 293.4 ,"39,021",133
2003,42,,Carl Paulson, 293.4 ,"59,270",202
2003,44,,Andy Miller, 293.3 ,"43,413",148
2003,44,,Rory Sabbatini, 293.3 ,"54,256",185
2003,46,,J.J. Henry, 293.2 ,"56,301",192
2003,46,,Patrick Sheehan, 293.2 ,"57,465",196
2003,46,,Chris Smith, 293.2 ,"53,942",184
2003,49,,Marco Dawson, 292.9 ,"48,616",166
2003,50,,Peter Lonard, 292.8 ,"52,699",180
2003,51,,Brandt Jobe, 292.7 ,"45,075",154
2003,52,,Briny Baird, 292.2 ,"63,692",218
2003,53,,Geoff Ogilvy, 291.8 ,"47,858",164
2003,53,,John Senden, 291.8 ,"61,856",212
2003,55,,Darron Stiles, 291.6 ,"51,321",176
2003,56,,John Morgan, 291.0 ,"45,396",156
2003,56,,Vance Veazey, 291.0 ,"38,124",131
2003,58,,Tim Herron, 290.9 ,"57,596",198
2003,59,,Steve Allan, 290.8 ,"28,212",97
2003,59,,Woody Austin, 290.8 ,"59,912",206
2003,59,,Jason Buha, 290.8 ,"33,735",116
2003,62,,Craig Perks, 290.7 ,"45,929",158
2003,63,,David Sutherland, 290.4 ,"41,822",144
2003,64,,Rod Pampling, 290.1 ,"47,577",164
2003,65,,J.L. Lewis, 289.7 ,"55,629",192
2003,66,,Brett Quigley, 289.6 ,"50,383",174
2003,67,,Cameron Beckman, 289.4 ,"48,036",166
2003,68,,Ben Crane, 289.2 ,"53,207",184
2003,68,,Mike Weir, 289.2 ,"43,084",149
2003,70,,Tom Pernice Jr., 289.1 ,"58,684",203
2003,71,,Shaun Micheel, 288.9 ,"54,027",187
2003,72,,Steve Lowery, 288.8 ,"46,205",160
2003,72,,Kevin Sutherland, 288.8 ,"53,713",186
2003,72,,David Toms, 288.8 ,"46,779",162
2003,72,,Bob Tway, 288.8 ,"49,101",170
2003,76,,Mike Sposa, 288.5 ,"39,237",136
2003,76,,Cameron Yancey, 288.5 ,"31,735",110
2003,78,,Duffy Waldorf, 288.4 ,"49,600",172
2003,79,,Jeff Brehaut, 288.3 ,"61,117",212
2003,80,,Greg Chalmers, 288.2 ,"54,750",190
2003,81,,Stewart Cink, 288.0 ,"57,608",200
2003,82,,Aaron Baddeley, 287.9 ,"38,585",134
2003,82,,David Gossett, 287.9 ,"52,402",182
2003,82,,Per-Ulrik Johansson, 287.9 ,"54,709",190
2003,85,,Robert Gamez, 287.7 ,"65,019",226
2003,85,,Garrett Willis, 287.7 ,"54,670",190
2003,87,,Mark Calcavecchia, 287.6 ,"48,313",168
2003,87,,Mike Grob, 287.6 ,"46,017",160
2003,89,,Brad Elder, 287.5 ,"28,179",98
2003,89,,Anthony Painter, 287.5 ,"48,018",167
2003,89,,Pat Perez, 287.5 ,"52,895",184
2003,92,,Thomas Levet, 286.9 ,"47,623",166
2003,93,,Tom Lehman, 286.8 ,"46,461",162
2003,94,,Joe Durant, 286.7 ,"55,041",192
2003,95,,Kent Jones, 286.6 ,"39,548",138
2003,96,,Tom Gillis, 286.5 ,"38,969",136
2003,96,,Paul Gow, 286.5 ,"34,949",122
2003,96,,Cliff Kresge, 286.5 ,"57,010",199
2003,,,tour average, 285.9 ,,
2003,99,,Stephen Ames, 285.9 ,"50,886",178
2003,100,,Steve Flesch, 285.7 ,"60,568",212
2003,100,,John Riegger, 285.7 ,"29,138",102
2003,102,,Hal Sutton, 285.5 ,"45,679",160
2003,103,,Brian Henninger, 285.3 ,"31,381",110
2003,103,,Jay Williamson, 285.3 ,"51,919",182
2003,105,,Lee Janzen, 285.2 ,"45,345",159
2003,106,,Arron Oberholser, 285.1 ,"45,050",158
2003,107,,John Huston, 284.8 ,"42,715",150
2003,108,,Joey Sindelar, 284.6 ,"51,799",182
2003,109,,Steve Stricker, 284.5 ,"31,862",112
2003,110,,Billy Andrade, 284.4 ,"56,317",198
2003,110,,Alex Cejka, 284.4 ,"51,189",180
2003,112,,Tim Petrovic, 284.2 ,"58,551",206
2003,113,,Billy Mayfair, 284.0 ,"59,647",210
2003,114,,David Peoples, 283.8 ,"53,919",190
2003,115,,John Rollins, 283.6 ,"47,643",168
2003,116,,Jerry Kelly, 283.5 ,"58,405",206
2003,117,,Paul Azinger, 283.4 ,"41,374",146
2003,118,,Akio Sadakata, 283.3 ,"45,335",160
2003,119,,Ben Curtis, 283.2 ,"38,517",136
2003,119,,Peter Jacobsen, 283.2 ,"42,196",149
2003,121,,Todd Fischer, 283.1 ,"53,230",188
2003,121,,Dicky Pride, 283.1 ,"40,773",144
2003,121,,"Dave Stockton, Jr.", 283.1 ,"43,025",152
2003,124,,Dan Forsman, 282.9 ,"55,448",196
2003,125,,José Coceres, 282.8 ,"35,062",124
2003,126,,Kaname Yokoo, 282.7 ,"29,970",106
2003,127,,Mark Wilson, 282.1 ,"44,577",158
2003,128,,Carl Pettersson, 281.8 ,"43,965",156
2003,128,,Kirk Triplett, 281.8 ,"50,166",178
2003,130,,Frank Lickliter II, 281.6 ,"50,679",180
2003,131,,Aaron Barber, 281.3 ,"52,325",186
2003,131,,Jim Furyk, 281.3 ,"56,534",201
2003,133,,Joel Edwards, 281.1 ,"33,735",120
2003,133,,Hidemichi Tanaka, 281.1 ,"62,959",224
2003,135,,Chris DiMarco, 281.0 ,"52,268",186
2003,135,,Kenichi Kuboya, 281.0 ,"49,458",176
2003,135,,Jesper Parnevik, 281.0 ,"55,911",199
2003,138,,Scott Laycock, 280.6 ,"38,157",136
2003,138,,Jeff Sluman, 280.6 ,"58,356",208
2003,140,,Rocco Mediate, 280.5 ,"43,197",154
2003,141,,Jim Carter, 280.3 ,"51,583",184
2003,142,,Skip Kendall, 280.2 ,"60,806",217
2003,143,,Nick Price, 280.1 ,"34,730",124
2003,144,,Chris Anderson, 279.7 ,"53,140",190
2003,145,,Spike McRoy, 279.6 ,"56,484",202
2003,146,,Michael Clark II, 279.5 ,"29,622",106
2003,147,,Bob Estes, 279.3 ,"50,835",182
2003,147,,Chris Riley, 279.3 ,"50,278",180
2003,149,,Jay Haas, 279.2 ,"46,348",166
2003,150,,Justin Leonard, 279.1 ,"41,871",150
2003,150,,Heath Slocum, 279.1 ,"54,433",195
2003,152,,Shigeki Maruyama, 278.9 ,"47,419",170
2003,153,,Len Mattiace, 278.7 ,"51,839",186
2003,154,,Jay Don Blake, 278.4 ,"41,202",148
2003,154,,Dean Wilson, 278.4 ,"45,101",162
2003,156,,Glen Day, 278.3 ,"55,657",200
2003,156,,Richard Johnson, 278.3 ,"48,985",176
2003,158,,Donnie Hammond, 278.2 ,"50,639",182
2003,158,,Jeff Maggert, 278.2 ,"45,075",162
2003,160,,Doug Barron, 278.1 ,"48,940",176
2003,160,,Bob Burns, 278.1 ,"46,716",168
2003,160,,Brian Gay, 278.1 ,"53,949",194
2003,160,,Matt Gogel, 278.1 ,"40,045",144
2003,164,,Pat Bates, 278.0 ,"59,493",214
2003,165,,Notah Begay III, 277.9 ,"49,742",179
2003,165,,Dudley Hart, 277.9 ,"36,407",131
2003,167,,Mark O'Meara, 277.5 ,"36,625",132
2003,168,,David Frost, 277.2 ,"43,790",158
2003,169,,Gene Sauers, 277.0 ,"47,095",170
2003,170,,Esteban Toledo, 276.7 ,"58,374",211
2003,171,,Brad Faxon, 276.6 ,"51,997",188
2003,172,,J.P. Hayes, 276.5 ,"43,680",158
2003,173,,Scott Verplank, 275.5 ,"52,887",192
2003,174,,Luke Donald, 275.3 ,"48,458",176
2003,174,,Matt Kuchar, 275.3 ,"33,317",121
2003,176,,Robert Damron, 275.2 ,"52,562",191
2003,177,,Olin Browne, 274.2 ,"59,774",218
2003,178,,Fred Funk, 274.1 ,"59,757",218
2003,179,,John Maginnes, 273.7 ,"47,082",172
2003,180,,Tim Clark, 273.3 ,"42,089",154
2003,181,,Tom Byrum, 272.7 ,"52,363",192
2003,182,,Bernhard Langer, 272.3 ,"34,858",128
2003,183,,Steven Alker, 272.2 ,"45,999",169
2003,184,,Mark Brooks, 271.9 ,"46,765",172
2003,185,,Glen Hnatiuk, 271.1 ,"48,260",178
2003,186,,Gavin Coles, 271.0 ,"35,228",130
2003,187,,Paul Goydos, 270.9 ,"44,420",164
2003,188,,Jeff Klein, 270.1 ,"30,787",114
2003,189,,Corey Pavin, 268.9 ,"45,707",170
2003,190,,Loren Roberts, 265.9 ,"45,202",170
2004,1,,Hank Kuehne, 314.4 ,"55,959",178
2004,2,,Scott Hend, 312.6 ,"49,389",158
2004,3,,John Daly, 306.0 ,"48,347",158
2004,4,,Mike Heinen, 305.2 ,"32,351",106
2004,5,,Chris Smith, 304.0 ,"63,533",209
2004,6,,Lucas Glover, 303.4 ,"55,212",182
2004,7,,Geoff Ogilvy, 303.3 ,"52,776",174
2004,8,,Chris Couch, 302.1 ,"33,230",110
2004,9,,Tiger Woods, 301.9 ,"43,476",144
2004,10,,J.J. Henry, 301.3 ,"61,762",205
2004,11,,Steve Allan, 301.2 ,"59,631",198
2004,12,,Tag Ridings, 301.0 ,"30,103",100
2004,13,,Vijay Singh, 300.8 ,"66,184",220
2004,14,,Davis Love III, 300.1 ,"45,012",150
2004,14,,Dennis Paulson, 300.1 ,"42,613",142
2004,16,,Kris Cox, 299.1 ,"42,475",142
2004,17,,Brenden Pappas, 298.9 ,"64,570",216
2004,18,,Harrison Frazar, 298.8 ,"48,995",164
2004,19,,Ernie Els, 298.0 ,"34,569",116
2004,20,,Andre Stolz, 297.9 ,"31,574",106
2004,21,,Roger Tambellini, 297.8 ,"46,450",156
2004,22,,Rich Beem, 296.7 ,"45,696",154
2004,23,,John Senden, 296.6 ,"56,950",192
2004,24,,Tom Carter, 296.5 ,"65,234",220
2004,25,,Dan Olsen, 296.0 ,"43,213",146
2004,26,,Daniel Chopra, 295.9 ,"62,721",212
2004,26,,Kenny Perry, 295.9 ,"44,979",152
2004,28,,Jonathan Byrd, 295.8 ,"49,102",166
2004,29,,Ryan Palmer, 295.6 ,"59,125",200
2004,30,,Phil Mickelson, 295.4 ,"46,670",158
2004,30,,Adam Scott, 295.4 ,"30,723",104
2004,32,,Deane Pappas, 295.3 ,"41,344",140
2004,33,,Sergio Garcia, 295.1 ,"37,778",128
2004,34,,Robert Allenby, 294.9 ,"51,894",176
2004,35,,Fred Couples, 294.5 ,"30,628",104
2004,36,,Bo Van Pelt, 294.4 ,"61,243",208
2004,37,,Brett Quigley, 294.3 ,"57,675",196
2004,38,,Retief Goosen, 294.2 ,"32,364",110
2004,39,,Scott McCarron, 294.1 ,"50,581",172
2004,40,,Tim Herron, 293.8 ,"48,775",166
2004,41,,Jason Bohn, 293.3 ,"55,725",190
2004,42,,Stuart Appleby, 293.2 ,"45,741",156
2004,43,,Rich Barcelo, 293.1 ,"38,105",130
2004,43,,Roland Thatcher, 293.1 ,"38,683",132
2004,45,,Hunter Mahan, 293.0 ,"55,091",188
2004,46,,Vaughn Taylor, 292.5 ,"47,975",164
2004,47,,Brian Kortan, 292.4 ,"36,253",124
2004,48,,Brian Bateman, 292.2 ,"46,744",160
2004,48,,Rory Sabbatini, 292.2 ,"50,252",172
2004,50,,Mathias Grönberg, 292.1 ,"50,833",174
2004,50,,Rod Pampling, 292.1 ,"54,918",188
2004,52,,Neal Lancaster, 291.6 ,"59,773",205
2004,53,,Joey Sindelar, 291.5 ,"57,125",196
2004,54,,Peter Lonard, 291.4 ,"38,461",132
2004,54,,Pat Perez, 291.4 ,"58,278",200
2004,56,,Woody Austin, 291.3 ,"54,755",188
2004,56,,Mark Calcavecchia, 291.3 ,"45,441",156
2004,56,,Brent Geiberger, 291.3 ,"53,021",182
2004,59,,Cameron Beckman, 291.2 ,"55,914",192
2004,60,,Michael Allen, 291.1 ,"49,484",170
2004,61,,Craig Barlow, 291.0 ,"45,401",156
2004,62,,Jeff Brehaut, 290.9 ,"60,509",208
2004,62,,Jonathan Kaye, 290.9 ,"44,212",152
2004,64,,Carl Pettersson, 290.8 ,"56,417",194
2004,65,,D.J. Brigman, 290.7 ,"44,188",152
2004,65,,Jason Dufner, 290.7 ,"45,931",158
2004,65,,Kevin Muncrief, 290.7 ,"29,065",100
2004,65,,Justin Rose, 290.7 ,"41,866",144
2004,69,,Carlos Franco, 290.6 ,"57,539",198
2004,70,,Tommy Armour III, 290.5 ,"50,540",174
2004,70,,Stewart Cink, 290.5 ,"56,361",194
2004,72,,Patrick Sheehan, 290.3 ,"64,444",222
2004,73,,Arjun Atwal, 289.4 ,"48,033",166
2004,73,,Briny Baird, 289.4 ,"56,153",194
2004,73,,Craig Perks, 289.4 ,"41,677",144
2004,76,,Ted Purdy, 289.2 ,"64,778",224
2004,77,,Niclas Fasth, 289.1 ,"34,694",120
2004,78,,Darren Clarke, 289.0 ,"27,740",96
2004,79,,Jay Delsing, 288.8 ,"42,170",146
2004,79,,Steve Lowery, 288.8 ,"51,411",178
2004,79,,Joe Ogilvie, 288.8 ,"58,908",204
2004,82,,Charles Howell III, 288.5 ,"58,273",202
2004,83,,J.L. Lewis, 288.3 ,"61,122",212
2004,83,,Grant Waite, 288.3 ,"44,394",154
2004,85,,Robert Gamez, 288.1 ,"59,348",206
2004,85,,Jay Williamson, 288.1 ,"56,176",195
2004,87,,Aaron Baddeley, 288.0 ,"48,967",170
2004,87,,Chad Campbell, 288.0 ,"53,573",186
2004,89,,Stephen Ames, 287.9 ,"54,694",190
2004,89,,Freddie Jacobson, 287.9 ,"46,060",160
2004,89,,Jesper Parnevik, 287.9 ,"49,520",172
2004,92,,Tommy Tolles, 287.8 ,"38,563",134
2004,93,,Shaun Micheel, 287.5 ,"52,323",182
2004,94,,Greg Chalmers, 287.3 ,"40,227",140
2004,94,,Matt Kuchar, 287.3 ,"47,699",166
2004,94,,Frank Lickliter II, 287.3 ,"49,423",172
2004,97,,Joe Durant, 287.2 ,"48,829",170
2004,97,,Tom Lehman, 287.2 ,"37,906",132
2004,97,,Tim Petrovic, 287.2 ,"61,455",214
2004,100,,Steve Elkington, 287.1 ,"35,025",122
2004,101,,Danny Ellis, 286.7 ,"44,158",154
2004,101,,John Rollins, 286.7 ,"48,740",170
2004,,,tour average, 286.5 ,,
2004,103,,John Huston, 286.4 ,"32,081",112
2004,103,,Kent Jones, 286.4 ,"55,560",194
2004,105,,Kevin Sutherland, 286.3 ,"46,383",162
2004,106,,Tripp Isenhour, 286.2 ,"30,332",106
2004,107,,Glen Day, 286.1 ,"56,654",198
2004,107,,Lee Janzen, 286.1 ,"46,627",163
2004,109,,Tom Pernice Jr., 286.0 ,"56,626",198
2004,110,,Notah Begay III, 285.8 ,"38,293",134
2004,110,,David Branshaw, 285.8 ,"46,878",164
2004,110,,Alex Cejka, 285.8 ,"40,009",140
2004,113,,Matt Gogel, 285.6 ,"47,977",168
2004,113,,Dudley Hart, 285.6 ,"33,135",116
2004,113,,Zach Johnson, 285.6 ,"61,115",214
2004,116,,Duffy Waldorf, 285.4 ,"41,668",146
2004,117,,David Toms, 285.3 ,"42,218",148
2004,118,,Billy Mayfair, 285.2 ,"59,887",210
2004,119,,Paul Azinger, 285.1 ,"42,764",150
2004,120,,K.J. Choi, 285.0 ,"46,738",164
2004,120,,John Riegger, 285.0 ,"30,211",106
2004,122,,Mark Hensby, 284.6 ,"52,929",186
2004,122,,Arron Oberholser, 284.6 ,"41,549",146
2004,124,,Ken Duke, 284.3 ,"49,466",174
2004,125,,Danny Briggs, 283.8 ,"45,980",162
2004,125,,Ben Crane, 283.8 ,"52,224",184
2004,125,,David Gossett, 283.8 ,"32,350",114
2004,128,,Billy Andrade, 283.5 ,"58,678",207
2004,128,,Todd Hamilton, 283.5 ,"49,897",176
2004,128,,Steve Pate, 283.5 ,"39,124",138
2004,131,,Richard Johnson, 283.4 ,"57,809",204
2004,131,,Cliff Kresge, 283.4 ,"49,312",174
2004,131,,Rocco Mediate, 283.4 ,"27,202",96
2004,134,,Justin Leonard, 282.9 ,"48,098",170
2004,135,,Stephen Leaney, 282.3 ,"42,338",150
2004,136,,Bernhard Langer, 282.2 ,"31,041",110
2004,136,,Dean Wilson, 282.2 ,"55,870",198
2004,138,,Bart Bryant, 282.1 ,"38,935",138
2004,138,,Ben Curtis, 282.1 ,"29,338",104
2004,138,,Mike Weir, 282.1 ,"41,186",146
2004,138,,Mark Wilson, 282.1 ,"34,983",124
2004,142,,Olin Browne, 281.9 ,"49,614",176
2004,142,,Dan Forsman, 281.9 ,"43,417",154
2004,144,,Steve Stricker, 281.8 ,"43,957",156
2004,145,,Spike McRoy, 281.5 ,"51,227",182
2004,146,,Skip Kendall, 281.3 ,"55,692",198
2004,146,,David Peoples, 281.3 ,"45,001",160
2004,148,,Jeff Maggert, 281.2 ,"33,738",120
2004,149,,Guy Boros, 281.1 ,"35,977",128
2004,150,,Hidemichi Tanaka, 281.0 ,"50,014",178
2004,151,,Blaine McCallister, 280.9 ,"38,202",136
2004,152,,J.P. Hayes, 280.7 ,"42,107",150
2004,153,,Dicky Pride, 280.5 ,"35,338",126
2004,154,,Scott Hoch, 280.4 ,"28,601",102
2004,155,,Russ Cochran, 280.3 ,"34,193",122
2004,156,,Gene Sauers, 280.2 ,"45,385",162
2004,157,,Todd Fischer, 280.1 ,"57,134",204
2004,157,,Shigeki Maruyama, 280.1 ,"51,534",184
2004,157,,Kevin Na, 280.1 ,"53,784",192
2004,157,,Heath Slocum, 280.1 ,"50,420",180
2004,161,,Steve Flesch, 279.9 ,"58,507",209
2004,162,,Luke Donald, 279.8 ,"40,297",144
2004,163,,Brian Gay, 279.7 ,"52,589",188
2004,163,,Hirofumi Miyase, 279.7 ,"34,962",125
2004,165,,Jeff Sluman, 279.6 ,"54,236",194
2004,166,,José Coceres, 279.4 ,"35,479",127
2004,167,,Kirk Triplett, 279.1 ,"46,884",168
2004,168,,Tim Clark, 278.8 ,"46,839",168
2004,169,,Scott Simpson, 278.7 ,"30,653",110
2004,170,,Bob Estes, 278.2 ,"39,230",141
2004,170,,Bob Tway, 278.2 ,"47,291",170
2004,172,,Jerry Kelly, 278.1 ,"60,618",218
2004,173,,Len Mattiace, 278.0 ,"41,694",150
2004,173,,Scott Verplank, 278.0 ,"50,314",181
2004,175,,José María Olazábal, 277.7 ,"28,877",104
2004,176,,Chris DiMarco, 277.3 ,"54,076",195
2004,176,,Chris Riley, 277.3 ,"41,042",148
2004,178,,Robert Damron, 277.2 ,"51,012",184
2004,179,,Craig Parry, 276.9 ,"27,689",100
2004,180,,Bob Burns, 276.1 ,"47,212",171
2004,181,,Pat Bates, 275.5 ,"53,446",194
2004,182,,Esteban Toledo, 275.2 ,"49,265",179
2004,183,,Jay Haas, 274.5 ,"43,376",158
2004,184,,Mark Brooks, 273.8 ,"38,057",139
2004,185,,Brad Faxon, 273.7 ,"48,717",178
2004,186,,David Frost, 273.6 ,"42,414",155
2004,187,,Mark O'Meara, 272.9 ,"31,652",116
2004,188,,David Morland IV, 272.8 ,"39,831",146
2004,188,,Nick Price, 272.8 ,"27,280",100
2004,190,,Tom Byrum, 272.6 ,"45,246",166
2004,191,,Omar Uresti, 272.2 ,"46,280",170
2004,192,,Fred Funk, 271.9 ,"52,198",192
2004,193,,Craig Bowden, 270.8 ,"44,959",166
2004,194,,John Cook, 270.2 ,"28,645",106
2004,195,,Loren Roberts, 269.1 ,"42,515",158
2004,196,,Corey Pavin, 268.2 ,"42,381",158
2005,1,,Scott Hend, 318.9 ,"46,560",146
2005,2,,Tiger Woods, 316.1 ,"46,787",148
2005,3,,Brett Wetterich, 311.7 ,"46,133",148
2005,4,,Scott Gutschewski, 310.5 ,"50,914",164
2005,5,,John Daly, 310.1 ,"47,138",152
2005,6,,Brenden Pappas, 309.4 ,"31,562",102
2005,7,,Hank Kuehne, 307.7 ,"49,225",160
2005,8,,Davis Love III, 305.4 ,"45,810",150
2005,9,,Kenny Perry, 304.7 ,"48,751",160
2005,10,,Sergio Garcia, 303.5 ,"41,271",136
2005,11,,Brandt Jobe, 302.3 ,"55,622",184
2005,12,,Lucas Glover, 302.2 ,"51,974",172
2005,13,,John Elliott, 301.7 ,"33,791",112
2005,14,,Brendan Jones, 301.5 ,"47,632",158
2005,15,,Mathias Grönberg, 301.4 ,"34,960",116
2005,16,,Vijay Singh, 301.1 ,"65,646",218
2005,17,,Harrison Frazar, 301.0 ,"60,798",202
2005,18,,Chris Smith, 300.8 ,"55,957",186
2005,19,,Stuart Appleby, 300.6 ,"47,789",159
2005,20,,Jason Allred, 300.2 ,"43,822",146
2005,20,,Will MacKenzie, 300.2 ,"43,836",146
2005,20,,Tag Ridings, 300.2 ,"54,640",182
2005,23,,Sean O'Hair, 300.1 ,"59,415",198
2005,23,,Adam Scott, 300.1 ,"40,815",136
2005,23,,Kevin Stadler, 300.1 ,"55,217",184
2005,26,,Phil Mickelson, 300.0 ,"44,400",148
2005,27,,Charles Warren, 299.2 ,"52,066",174
2005,28,,Nick Watney, 298.9 ,"53,209",178
2005,29,,Michael Long, 298.3 ,"41,755",140
2005,30,,Dennis Paulson, 298.2 ,"37,578",126
2005,31,,Geoff Ogilvy, 298.0 ,"55,431",186
2005,32,,Steve Allan, 297.8 ,"58,367",196
2005,33,,Robert Allenby, 297.7 ,"52,987",178
2005,34,,J.J. Henry, 297.6 ,"59,514",200
2005,35,,Daniel Chopra, 297.3 ,"61,843",208
2005,36,,Rory Sabbatini, 297.2 ,"46,366",156
2005,37,,Jonathan Byrd, 297.0 ,"58,799",198
2005,38,,Lee Westwood, 296.8 ,"28,497",96
2005,39,,Fred Couples, 296.4 ,"40,310",136
2005,40,,Rod Pampling, 295.9 ,"49,719",168
2005,41,,D.J. Trahan, 295.8 ,"45,557",154
2005,42,,D.J. Brigman, 295.5 ,"42,558",144
2005,42,,James Driscoll, 295.5 ,"41,962",142
2005,44,,Retief Goosen, 295.4 ,"36,038",122
2005,45,,David Hearn, 295.2 ,"40,147",136
2005,45,,Ted Purdy, 295.2 ,"72,037",244
2005,47,,Ryan Palmer, 295.0 ,"57,235",194
2005,48,,Carlos Franco, 294.7 ,"44,801",152
2005,49,,John Rollins, 294.4 ,"55,937",190
2005,50,,Arjun Atwal, 294.2 ,"38,246",130
2005,51,,Justin Rose, 294.1 ,"55,879",190
2005,52,,Chad Campbell, 294.0 ,"54,101",184
2005,52,,Dan Forsman, 294.0 ,"29,401",100
2005,54,,Padraig Harrington, 293.9 ,"28,214",96
2005,55,,Hunter Mahan, 293.8 ,"59,356",202
2005,56,,Charles Howell III, 293.6 ,"52,855",180
2005,56,,John Huston, 293.6 ,"50,504",172
2005,58,,Neal Lancaster, 293.4 ,"55,742",190
2005,59,,Brett Quigley, 293.3 ,"53,963",184
2005,59,,Bo Van Pelt, 293.3 ,"65,699",224
2005,61,,Ben Crane, 293.1 ,"43,377",148
2005,62,,Jason Bohn, 292.9 ,"53,310",182
2005,63,,Marco Dawson, 292.4 ,"47,960",164
2005,64,,Jesper Parnevik, 292.2 ,"47,917",164
2005,65,,Michael Allen, 292.1 ,"52,579",180
2005,65,,Tim Herron, 292.1 ,"57,829",198
2005,67,,Roland Thatcher, 292.0 ,"42,635",146
2005,68,,Pat Perez, 291.8 ,"51,945",178
2005,68,,Joey Snyder III, 291.8 ,"57,185",196
2005,70,,Carl Pettersson, 291.7 ,"61,252",210
2005,71,,Bob Heintz, 291.5 ,"39,058",134
2005,71,,J.L. Lewis, 291.5 ,"57,130",196
2005,71,,Greg Owen, 291.5 ,"46,646",160
2005,74,,Aaron Baddeley, 291.4 ,"47,788",164
2005,75,,Bradley Hughes, 291.3 ,"30,300",104
2005,76,,Brian Bateman, 291.1 ,"54,725",188
2005,77,,Steve Lowery, 291.0 ,"55,866",192
2005,77,,Scott McCarron, 291.0 ,"43,065",148
2005,77,,John Senden, 291.0 ,"57,624",198
2005,80,,Jonathan Kaye, 290.7 ,"43,030",148
2005,80,,Tom Pernice Jr., 290.7 ,"61,912",213
2005,82,,D.A. Points, 290.5 ,"52,290",180
2005,83,,Mark Hensby, 290.4 ,"39,491",136
2005,84,,Vaughn Taylor, 290.3 ,"57,486",198
2005,85,,Ryuji Imada, 290.1 ,"45,256",156
2005,86,,Zach Johnson, 290.0 ,"55,093",190
2005,87,,Andrew Magee, 289.9 ,"44,937",155
2005,88,,Craig Barlow, 289.6 ,"44,592",154
2005,88,,Hunter Haas, 289.6 ,"45,762",158
2005,90,,Freddie Jacobson, 289.5 ,"41,116",142
2005,91,,Mark Calcavecchia, 289.3 ,"52,070",180
2005,92,,Joe Durant, 289.2 ,"46,844",162
2005,93,,Woody Austin, 289.1 ,"57,815",200
2005,93,,Bernhard Langer, 289.1 ,"38,744",134
2005,93,,Peter Lonard, 289.1 ,"48,566",168
2005,96,,Justin Bolli, 289.0 ,"36,413",126
2005,96,,Patrick Sheehan, 289.0 ,"63,587",220
2005,98,,K.J. Choi, 288.8 ,"42,167",146
2005,98,,Shigeki Maruyama, 288.8 ,"56,596",196
2005,100,,Briny Baird, 288.7 ,"55,421",192
2005,,,tour average, 288.4 ,,
2005,101,,Shaun Micheel, 288.4 ,"45,560",158
2005,102,,Kent Jones, 288.3 ,"55,939",194
2005,103,,Frank Lickliter II, 288.2 ,"55,329",192
2005,103,,Billy Mayfair, 288.2 ,"63,411",220
2005,103,,José María Olazábal, 288.2 ,"30,553",106
2005,106,,Rich Beem, 288.0 ,"35,718",124
2005,107,,David Toms, 287.8 ,"44,321",154
2005,108,,Rocco Mediate, 287.7 ,"41,711",145
2005,108,,Kevin Sutherland, 287.7 ,"50,059",174
2005,110,,Todd Hamilton, 287.2 ,"52,277",182
2005,110,,Thomas Levet, 287.2 ,"30,448",106
2005,112,,Tommy Armour III, 287.1 ,"59,149",206
2005,113,,Joey Sindelar, 286.9 ,"59,668",208
2005,114,,Jeff Brehaut, 286.6 ,"38,401",134
2005,114,,Alex Cejka, 286.6 ,"46,435",162
2005,114,,Bob Tway, 286.6 ,"47,568",166
2005,117,,Richard Johnson, 286.3 ,"28,629",100
2005,118,,Glen Day, 286.1 ,"44,630",156
2005,118,,Tim Petrovic, 286.1 ,"53,216",186
2005,120,,Cameron Beckman, 286.0 ,"52,624",184
2005,121,,Tom Lehman, 285.9 ,"38,305",134
2005,122,,Stephen Ames, 285.8 ,"45,152",158
2005,122,,Craig Perks, 285.8 ,"37,148",130
2005,122,,Mario Tiziani, 285.8 ,"37,153",130
2005,125,,Lee Janzen, 285.7 ,"41,705",146
2005,126,,Stewart Cink, 285.5 ,"51,394",180
2005,127,,Dudley Hart, 285.4 ,"47,951",168
2005,128,,Justin Leonard, 285.2 ,"42,777",150
2005,129,,Steve Stricker, 285.1 ,"35,358",124
2005,129,,Charlie Wi, 285.1 ,"37,065",130
2005,131,,Joe Ogilvie, 284.9 ,"56,420",198
2005,132,,Ian Poulter, 284.8 ,"31,893",112
2005,133,,Paul Azinger, 284.6 ,"37,565",132
2005,133,,Tom Gillis, 284.6 ,"42,689",150
2005,135,,Luke Donald, 284.5 ,"34,134",120
2005,135,,Jeff Maggert, 284.5 ,"42,110",148
2005,135,,Hideto Tanihara, 284.5 ,"27,310",96
2005,138,,Steve Flesch, 284.2 ,"48,307",170
2005,139,,Bill Glasson, 284.0 ,"29,537",104
2005,140,,Tim Clark, 283.8 ,"49,375",174
2005,140,,Tjaart van der Walt, 283.8 ,"31,790",112
2005,142,,Bob Estes, 283.6 ,"52,182",184
2005,142,,Phillip Price, 283.6 ,"41,402",146
2005,142,,Darron Stiles, 283.6 ,"43,105",152
